brand,name,fragrantica_url,gender,concentration,release_year,main_accords,notes_top,notes_heart,notes_base,notes_undifferentiated,longevity,sillage,season_winter_votes,season_spring_votes,season_summer_votes,season_fall_votes,day_votes,night_votes,fragrantica_rating
Memo Paris,African Leather,https://www.fragrantica.fr/parfum/Memo-Paris/African-Leather-31383.html,unisexe,Eau de Parfum,2015,"warm spicy;aromatic;leather;patchouli;fresh spicy;oud;animalic;woody","Cardamome;Géranium;Poivre rose","Patchouli;Cannelle;Rose","Cuir;Oud;Ambre",,,,,,,,,,4.27
Memo Paris,Eau de Memo,https://www.fragrantica.fr/parfum/Memo-Paris/Eau-de-Memo-44229.html,unisexe,Eau de Parfum,2017,"citrus;leather;green;animalic;fresh spicy;powdery;musky;fresh","Bergamote;Mandarine;Coriandre","Thé vert;Jasmin;Cyclamen","Cuir;Musc;Iris",,,,,,,,,,4.05
Memo Paris,French Leather,https://www.fragrantica.fr/parfum/Memo-Paris/French-Leather-28049.html,unisexe,Extrait de Parfum,2014,"rose;citrus;leather;musky;soft spicy;aromatic;woody;floral","Citron vert;Poivre rose;Baie de genévrier;Bergamote","Rose;Sauge sclarée;Foin","Daim;Cèdre",,modéré (e),modéré (e),,,,,,,3.93
Memo Paris,Iberian Leather,https://www.fragrantica.fr/parfum/Memo-Paris/Iberian-Leather-72554.html,unisexe,Eau de Parfum,2022,"woody;aromatic;warm spicy;leather;fresh spicy;earthy;oud;animalic","Géranium;Romarin;Coriandre;Bergamote","Safran;Clou de girofle;Iris;Rose;Cannelle;Osmanthus;Jasmin;Muguet","Cuir;Oud;Patchouli;Vétiver;Mousse de chêne;Ambre;Cèdre;Bois de santal;Sapin baumier;Musc;Vanille",,longue tenue,puissant,,,,,,,3.70
Memo Paris,Indian Leather,https://www.fragrantica.fr/parfum/Memo-Paris/Indian-Leather-95686.html,unisexe,Eau de Parfum,2024,"woody;oud;amber;earthy;patchouli;warm spicy;fresh spicy;balsamic",Huile essentielle de cypriol,"Rose;Jasmin","Oud;Patchouli;Résine oliban;Gousse de vanille;Styrax",,,,,,,,,,3.53
Memo Paris,Irish Leather,https://www.fragrantica.fr/parfum/Memo-Paris/Irish-Leather-18393.html,unisexe,Eau de Parfum,2013,"aromatic;fresh spicy;leather;woody;animalic;smoky;green;fresh","Baie de genévrier;Poivre;Mandarine","Maté;Sauge sclarée;Iris","Cuir;Cèdre;Vétiver",,longue tenue,modéré (e),,,,,,,3.99
Memo Paris,Italian Leather,https://www.fragrantica.fr/parfum/Memo-Paris/Italian-Leather-21771.html,unisexe,Eau de Parfum,2013,"aromatic;amber;leather;green;vanilla;powdery;balsamic;fresh spicy","Cuir;Feuille de tomate;Vanille","Feuille de tomate;Férule gommeuse;Racine d'iris;Ciste;Sauge sclarée","Cuir;Absolu de vanille;Benjoin;Baume de Tolu;Myrrhe;Opoponax;Bois de santal;Musc",,,,,,,,,,4.02
Memo Paris,Moroccan Leather,https://www.fragrantica.fr/parfum/Memo-Paris/Moroccan-Leather-51440.html,unisexe,Eau de Parfum,2018,"aromatic;woody;green;leather;iris;earthy;powdery;animalic","Gingembre;Mandarine","Ylang-ylang;Beurre d'iris;Orange","Cuir;Férule gommeuse;Vétiver;Styrax;Fève de tonka;Ambre gris",,,,,,,,,,3.70
Memo Paris,Ocean Leather,https://www.fragrantica.fr/parfum/Memo-Paris/Ocean-Leather-60587.html,unisexe,Eau de Parfum,2020,"aromatic;fresh spicy;citrus;woody;herbal;green;leather;violet","Mandarine;Basilic;Violette","Sauge;Élémi;Cèdre","Vétiver;Cuir;Noix de muscade",,,,,,,,,,3.95
Memo Paris,Oriental Leather,https://www.fragrantica.fr/parfum/Memo-Paris/Oriental-Leather-55347.html,unisexe,Eau de Parfum,2019,"warm spicy;patchouli;fresh spicy;woody;aromatic;amber;cinnamon;leather","Framboise;Feuille de piment;Verveine","Cannelle;Lavande;Géranium","Patchouli;Résine oliban;Cuir",,longue tenue,puissant,,,,,,,3.79
Memo Paris,Russian Leather,https://www.fragrantica.fr/parfum/Memo-Paris/Russian-Leather-40544.html,unisexe,Eau de Parfum,2016,"aromatic;woody;fresh spicy;green;leather;lavender;conifer;soft spicy",,,,"Pin;Cyprès;Cuir de Russie;Lavande;Fougère;Aiguilles de cèdre;Romarin;Basilic;Sauge sclarée;Menthe;Gaïac;Patchouli;Fève de tonka;Coriandre;Noix de muscade",,,,,,,,,3.90
Memo Paris,Sicilian Leather,https://www.fragrantica.fr/parfum/Memo-Paris/Sicilian-Leather-67841.html,unisexe,Eau de Parfum,2021,"citrus;woody;aromatic;leather;fresh spicy;fresh;warm spicy;animalic","Cuir;Citron;Bigarade;Cèdre","Bergamote;Citron vert;Coriandre;Cardamome;Feuille de violette","Sapin baumier;Gaïac;Bois d'Akigala;Patchouli",,modéré (e),modéré (e),,,,,,,3.93
Memo Paris,African Rose,https://www.fragrantica.fr/parfum/Memo-Paris/African-Rose-53962.html,unisexe,Eau de Parfum,2019,"fresh spicy;rose;warm spicy;patchouli;aromatic;woody;earthy;leather","Cumin;Géranium;Safran;Cardamome;Bergamote","Patchouli;Rose","Cuir;Oud;Musc;Vétiver",,longue tenue,puissant,,,,,,,4.50
Memo Paris,Irish Oud,https://www.fragrantica.fr/parfum/Memo-Paris/Irish-Oud-38642.html,unisexe,Eau de Parfum,2015,"aromatic;leather;fresh spicy;woody;smoky;animalic;soft spicy;amber","Poivre rose;Baie de genévrier","Maté;Sauge sclarée;Iris","Cuir;Bouleau;Fève de tonka;Ambre;Oud",,longue tenue,puissant,,,,,,,4.06
Memo Paris,Lalibela Oud,https://www.fragrantica.fr/parfum/Memo-Paris/Lalibela-Oud-22966.html,unisexe,Extrait de Parfum,2013,"vanilla;sweet;coconut;oud;floral;tobacco;white floral;patchouli","Noix de Coco;Orchidée","Jasmin;Rose","Vanille;Oud;Tabac;Patchouli;Ciste;Encens",,,,,,,,,,3.80
Memo Paris,Marfa Oud,https://www.fragrantica.fr/parfum/Memo-Paris/Marfa-Oud-81512.html,unisexe,Eau de Parfum,2023,"woody;white floral;citrus;oud;tuberose;powdery;vanilla;green",,,,"Oud;Agave;Tubéreuse;Bois de santal;Ébène;Vanille;Fleur d'oranger;Agrumes;Néroli;Ylang-ylang;Cèdre;Musc blanc",médiocre,discret,,,,,,,3.63
Memo Paris,Marfa Spices,https://www.fragrantica.fr/parfum/Memo-Paris/Marfa-Spices-48077.html,unisexe,Eau de Parfum,2018,"white floral;warm spicy;tuberose;musky;aromatic;animalic;citrus;powdery","Cardamome;Poivre rose;Bergamote","Tubéreuse;Fleur d'oranger;Frangipanier","Musc;Patchouli;Vétiver",,,,,,,,,,3.92
Memo Paris,Cassiopeia Rose,https://www.fragrantica.fr/parfum/Memo-Paris/Cassiopeia-Rose-99189.html,unisexe,Eau de Parfum,2024,"amber;rose;vanilla;soft spicy;musky;warm spicy;sweet;balsamic","Poivre rose;Rose;Résine oliban",Rose,"Benjoin;Fève de tonka;Vanille;Musc;Ambrofix™",,modéré (e),modéré (e),,,,,,,4.24
Memo Paris,Honey Dragon,https://www.fragrantica.fr/parfum/Memo-Paris/Honey-Dragon-88759.html,unisexe,Extrait de Parfum,2023,"fresh spicy;amber;warm spicy;citrus;vanilla;aromatic;cinnamon;balsamic",,,,"Vanille;Résine oliban;Huile essentielle de poivre;Huile essentielle de myrrhe;Mandarine;Cannelle;Thym;Bergamote",longue tenue,modéré (e),,,,,,,4.01
Memo Paris,Lyra Peach,https://www.fragrantica.fr/parfum/Memo-Paris/Lyra-Peach-91089.html,unisexe,Eau de Parfum,2023,"warm spicy;white floral;vanilla;woody;fruity;amber;fresh spicy;powdery",,,,"Curcuma;Pêche;Jasmin Sambac;Vanille;Benjoin;Epices;Bois de santal;Tubéreuse;Gingembre;Cannelle;Vétiver;Poivre",modéré (e),modéré (e),,,,,,,3.90
Memo Paris,Leather,https://www.fragrantica.fr/parfum/Memo-Paris/Leather-102402.html,unisexe,Eau de Parfum,2025,"leather;woody;musky;earthy;amber;animalic;powdery;iris",,,,"Cuir;Ciste;Vétiver;Iris;Patchouli;Musc",très longue tenue,énorme,,,,,,,4.24
Memo Paris,Argentina,https://www.fragrantica.fr/parfum/Memo-Paris/Argentina-65610.html,unisexe,Eau de Parfum,2021,"rose;floral;musky;oud;white floral;soft spicy;woody;citrus",,,,,,,,,,,,,3.92
Memo Paris,Cap Camarat,https://www.fragrantica.fr/parfum/Memo-Paris/Cap-Camarat-126697.html,unisexe,Eau de Parfum,2026,"vanilla;woody;sweet;amber;yellow floral;fruity;powdery;balsamic","Notes aquatiques;Notes fruitées;Pomme;Poivre rose","Vanille;Ylang-ylang;Jasmin","Benjoin;Amyris;Musc;Bois de santal;Ciste;Patchouli",,,,,,,,,,4.18
Memo Paris,Granada,https://www.fragrantica.fr/parfum/Memo-Paris/Granada-13359.html,femme,Eau de Parfum,2011,"white floral;citrus;powdery;vanilla;musky;fresh;sweet;floral;f_gender","Muguet;Bergamote;Grenade","Fleur d'oranger;Héliotrope;Rose","Jasmin;Vanille;Musc;Ambre",,longue tenue,modéré (e),,,,,,,3.91
Memo Paris,Inlé,https://www.fragrantica.fr/parfum/Memo-Paris/Inle-2786.html,femme,Eau de Parfum,2007,"floral;fruity;fresh;white floral;citrus;green;fresh spicy;aromatic;f_gender","Thé;Bergamote;Essence de néroli;Cardamome","Osmanthus;Jasmin Sambac;Figue","Maté;Musc;Violette;Cèdre",,,,,,,,,,3.90
Memo Paris,Inverness,https://www.fragrantica.fr/parfum/Memo-Paris/Inverness-83482.html,unisexe,Eau de Parfum,2023,"woody;powdery;iris;aromatic;warm spicy;balsamic;earthy;fresh spicy",,,,"Bois de santal;Racine d'iris;Maté;Cèdre;Gaïac;Amyris",modéré (e),modéré (e),,,,,,,4.03
Memo Paris,Lalibela,https://www.fragrantica.fr/parfum/Memo-Paris/Lalibela-2783.html,femme,Eau de Parfum,2007,"white floral;floral;vanilla;powdery;patchouli;musky;woody;sweet;f_gender","Jasmin;Freesia;Notes vertes","Rose;Ylang-ylang;Héliotrope;Fleur d'oranger","Patchouli;Vanille;Musc",,modéré (e),modéré (e),,,,,,,3.95
Memo Paris,Luxor Oud,https://www.fragrantica.fr/parfum/Memo-Paris/Luxor-Oud-16460.html,unisexe,Eau de Parfum,2012,"citrus;rose;fruity;sweet;amber;white floral;woody;oud","Framboise;Mandarine;Orange","Rose;Muguet;Huile essentielle de cypriol","Oud;Ciste;Patchouli;Styrax",,,,,,,,,,3.94
Memo Paris,Madurai,https://www.fragrantica.fr/parfum/Memo-Paris/Madurai-75181.html,unisexe,Eau de Parfum,2022,"white floral;aromatic;fruity;warm spicy;tuberose;powdery;sweet;floral",,,,,,,,,,,,,4.06
Memo Paris,Madurai (Bloomingdale's 150th Anniversary Exclusive),https://www.fragrantica.fr/parfum/Memo-Paris/Madurai-Bloomingdale-s-150th-Anniversary-Exclusive-78756.html,unisexe,Eau de Parfum,2023,"white floral;warm spicy;fruity;sweet;balsamic;tuberose;aromatic;powdery","Souci;Bergamote de Sicile;Sauge sclarée","Jasmin d'Egypte;Jasmin d'Inde;Jasmin Sambac;Pêche;Tubéreuse d'Inde","Curcuma;Bois de santal;Daim",,modéré (e),modéré (e),,,,,,,3.25
Memo Paris,Marfa,https://www.fragrantica.fr/parfum/Memo-Paris/Marfa-37185.html,unisexe,Eau de Parfum,2016,"white floral;tuberose;sweet;vanilla;woody;powdery;yellow floral;citrus","Pêche;Mandarine","Tubéreuse;Ylang-ylang;Fleur d'oranger","Gousse de vanille;Musc;Bois de santal;Fève de tonka;Cèdre",,,,,,,,,,3.91
Memo Paris,Menorca,https://www.fragrantica.fr/parfum/Memo-Paris/Menorca-132348.html,unisexe,Eau de Parfum,2026,"citrus;salty;mineral;fresh;fresh spicy;powdery;marine;aromatic","Citron;Bergamote;Gingembre","Néroli;Graines de carotte;Iris","Sel;Notes minérales;Musc;Bois de santal",,longue tenue,discret,,,,,,,4.00
Memo Paris,Odéon,https://www.fragrantica.fr/parfum/Memo-Paris/Odeon-62839.html,unisexe,Extrait de Parfum,2020,"rose;amber;sweet;musky;powdery;woody;vanilla;warm spicy","Rose;Confiture de rose","Bois de santal;Bois de cachemire;Patchouli","Fève de tonka;Ambre;Musc",,,,,,,,,,4.04
Memo Paris,Odéon Rosebud,https://www.fragrantica.fr/parfum/Memo-Paris/Odeon-Rosebud-131272.html,unisexe,Eau de Parfum,2026,"rose;floral;musky;powdery;citrus;fruity;sweet;soft spicy",,,,,,,,,,,,,3.67
Memo Paris,Odéon x Jean Jullien,https://www.fragrantica.fr/parfum/Memo-Paris/Odeon-x-Jean-Jullien-122693.html,unisexe,Eau de Parfum,2025,"rose;woody;musky;sweet;powdery;patchouli;amber;warm spicy","Rose;Confiture de rose","Patchouli;Bois de cachemire;Bois de santal","Musc;Ambre;Fève de tonka",,modéré (e),modéré (e),,,,,,,3.91
Memo Paris,Omnia Omnibus Ubique,https://www.fragrantica.fr/parfum/Memo-Paris/Omnia-Omnibus-Ubique-134431.html,unisexe,Eau de Parfum,2026,"powdery;iris;oud;musky;woody;vanilla;earthy;warm spicy",,,,"Beurre d'iris;Racine d'iris;Oud;Musc;Absolu de vanille;Bois de santal;Jasmin;Benjoin;Safran",très longue tenue,puissant,,,,,,,4.38
Memo Paris,Portobello Road,https://www.fragrantica.fr/parfum/Memo-Paris/Portobello-Road-103562.html,unisexe,Eau de Parfum,2025,"aromatic;aquatic;green;ozonic;rose;citrus;woody;asphault","Feuilles vertes;Mandarine;Myrte","Sauge sclarée;Rose","Notes de pluie;Asphalte;Vétiver;Patchouli",,modéré (e),modéré (e),,,,,,,3.75
Memo Paris,Sintra,https://www.fragrantica.fr/parfum/Memo-Paris/Sintra-62837.html,unisexe,Eau de Parfum,2020,"citrus;caramel;vanilla;sweet;powdery;fresh spicy;aromatic;musky","Petit-grain;Fruits rouges;Bergamote","Orange;Cannelle;Rose","Caramel;Vanille;Musc",,,,,,,,,,3.76
Memo Paris,Tiger's Nest,https://www.fragrantica.fr/parfum/Memo-Paris/Tiger-s-Nest-50438.html,unisexe,Eau de Parfum,2018,"amber;powdery;warm spicy;sweet;vanilla;aromatic;balsamic;woody","Absinthe;Aldéhydes;Citron vert","Ambre;Safran;Osmanthus;Ylang-ylang;Encens;Rose","Baume de Tolu;Vanille;Papyrus",,longue tenue,modéré (e),,,,,,,4.01
Memo Paris,Winter Palace,https://www.fragrantica.fr/parfum/Memo-Paris/Winter-Palace-55377.html,unisexe,Eau de Parfum,2019,"citrus;vanilla;green;aromatic;amber;fresh spicy;fresh;warm spicy","Citron;Bergamote;Clou de girofle","Thé rouge;Maté;Fleur d'oranger","Vanille;Benjoin;Ciste",,,,,,,,,,4.11
Memo Paris,Abu Dhabi,https://www.fragrantica.fr/parfum/Memo-Paris/Abu-Dhabi-99240.html,unisexe,Eau de Parfum,2024,"sweet;fruity;warm spicy;amber;aromatic;metallic;leather;earthy","Prune;Cardamome","Dattes;Safran","Ambre;Vétiver",,,,,,,,,,3.97
Memo Paris,Cappadocia,https://www.fragrantica.fr/parfum/Memo-Paris/Cappadocia-88771.html,unisexe,Eau de Parfum,2023,"warm spicy;amber;vanilla;powdery;woody;balsamic;metallic;leather",,,,"Safran;Vanille;Benjoin;Myrrhe;Bois de santal;Encens;Racine d'iris;Musc;Mahonial;Rose;Jasmin",,,,,,,,,3.87
Memo Paris,Corfu,https://www.fragrantica.fr/parfum/Memo-Paris/Corfu-68292.html,unisexe,Eau de Parfum,2021,"aromatic;fresh spicy;fruity;green;rose;citrus;woody;floral","Rhubarbe;Bergamote;Cassis","Géranium;Rose;Muguet","Musc;Mousse;Patchouli",,modéré (e),modéré (e),,,,,,,3.68
Memo Paris,Flam,https://www.fragrantica.fr/parfum/Memo-Paris/Flam-69613.html,unisexe,Eau de Parfum,2021,"amber;white floral;floral;vanilla;musky;woody;powdery;citrus","Bergamote;Orange;Sauge sclarée",Jasmin Sambac,"Absolu de vanille;Ambrettolide;Cèdre;Fève de tonka;Musc",,,,,,,,,,3.91
Memo Paris,Ilha do Mel,https://www.fragrantica.fr/parfum/Memo-Paris/Ilha-do-Mel-30274.html,unisexe,Eau de Parfum,2015,"white floral;floral;honey;sweet;fresh spicy;citrus;green;yellow floral","Jacinthe;Mandarine;Genévrier","Miel;Jasmin;Fleur d'oranger;Genêt;Iris",Vanille,,modéré (e),modéré (e),,,,,,,3.95
Memo Paris,Ithaque,https://www.fragrantica.fr/parfum/Memo-Paris/Ithaque-79533.html,unisexe,Eau de Parfum,2023,"citrus;fruity;aromatic;fresh spicy;woody;soft spicy;fresh;green","Bergamote;Bigarade;Mandarine;Poivre rose;Poivre du Sichuan;Poivre de Madagascar","Bourgeon de cassis;Groseille à grappes;Baies de genévrier;Framboise;Jasmin d'Egypte","Cèdre du Texas;Patchouli",,,,,,,,,,4.21
Memo Paris,Jannat,https://www.fragrantica.fr/parfum/Memo-Paris/Jannat-5048.html,unisexe,Eau de Parfum,2008,"citrus;aromatic;floral;fresh spicy;green;white floral;tropical;musky",,,,"Néroli;Petit-grain;Bergamote;Limone Costa d'Amalfi;Frangipanier;Mandarine;Musc;Sauge sclarée;Liatris;Fève de tonka",modéré (e),modéré (e),,,,,,,3.72
Memo Paris,Kedu,https://www.fragrantica.fr/parfum/Memo-Paris/Kedu-24644.html,unisexe,Eau de Parfum,2014,"citrus;aromatic;green;fruity;fresh spicy;musky;sweet;woody","Mandarine;Thé;Bergamote;Pamplemousse;Orange;Gingembre","Sésame;Notes aromatiques","Musc;Cèdre;Mousse",,modéré (e),modéré (e),,,,,,,3.89
Memo Paris,Kotor,https://www.fragrantica.fr/parfum/Memo-Paris/Kotor-74640.html,unisexe,Extrait de Parfum,2022,"woody;amber;warm spicy;sweet;nutty;aromatic;vanilla;leather",,,,"Noisette;Myrrhe;Amberwood;Caramel;Cuir;Bois de santal;Fève de tonka;Maté;Clou de girofle;Miel;Oud;Vanille bourbon;Cèdre;Safran;Patchouli;Rhubarbe;Thym;Musc;Rose;Jasmin",,,,,,,,,4.05
Memo Paris,Moon Fever,https://www.fragrantica.fr/parfum/Memo-Paris/Moon-Fever-28141.html,unisexe,Eau de Parfum,2012,"citrus;aromatic;leather;fresh;fresh spicy;woody;soft spicy;vanilla","Bigarade;Citron;Pamplemousse","Verveine odorante;Sauge sclarée;Néroli","Vétiver;Fève de tonka;Cuir",,,,,,,,,,3.84
Memo Paris,Palais Bourbon,https://www.fragrantica.fr/parfum/Memo-Paris/Palais-Bourbon-94839.html,unisexe,Eau de Parfum,2024,"woody;warm spicy;amber;oud;vanilla;balsamic;smoky;aromatic",,,,"Encens;Oud;Absolu de vanille;Patchouli;Bois d'Akigala;Fève de tonka;Cardamome;Gaïac;Vétiver;Résine;Benjoin;Ecorce;Bois de santal;Cannelle;Géranium;Poivre noir",longue tenue,puissant,,,,,,,4.21
Memo Paris,Quartier Latin,https://www.fragrantica.fr/parfum/Memo-Paris/Quartier-Latin-15423.html,unisexe,Extrait de Parfum,2012,"woody;amber;powdery;warm spicy;vanilla;aromatic;sweet;balsamic","Pêche;Cardamome;Clou de girofle","Violette;Jasmin;Rose","Bois de santal;Fève de tonka;Cèdre;Ambre",,,,,,,,,,3.93
Memo Paris,Red Island,https://www.fragrantica.fr/parfum/Memo-Paris/Red-Island-109413.html,unisexe,Eau de Parfum,2025,"warm spicy;coffee;woody;vanilla;powdery;cinnamon;patchouli;balsamic","Longoza;Cannelle;Bergamote","Café;Bois de santal;Carotte","Absolu de vanille;Patchouli;Fève de tonka",,modéré (e),discret,,,,,,,3.95
Memo Paris,Shams Oud,https://www.fragrantica.fr/parfum/Memo-Paris/Shams-Oud-12139.html,unisexe,Eau de Parfum,2011,"woody;amber;balsamic;oud;fresh spicy;earthy;aromatic;musky","Poivre;Gingembre","Huile essentielle de cypriol;Bois de cachemire","Oud;Baumier du Pérou;Vétiver;Styrax",,,,,,,,,,4.17
Memo Paris,Sherwood,https://www.fragrantica.fr/parfum/Memo-Paris/Sherwood-77998.html,unisexe,Eau de Parfum,2022,"woody;powdery;musky;warm spicy;rose;soft spicy;white floral;fruity","Graines de carotte;Cassis;Poivre rose","Fleur d'oranger;Rose de Damas;Epices","Bois de santal;Bois de cachemire;Chêne",,modéré (e),modéré (e),,,,,,,3.82
Memo Paris,Siwa,https://www.fragrantica.fr/parfum/Memo-Paris/Siwa-2784.html,femme,Eau de Parfum,2007,"vanilla;powdery;yellow floral;floral;musky;green;warm spicy;amber;f_gender","Narcisse;Freesia;Feuille de cannelier","Héliotrope;Bois de santal;Encens","Vanille;Musc;Benjoin",,modéré (e),modéré (e),,,,,,,3.95
Memo Paris,Tamarindo,https://www.fragrantica.fr/parfum/Memo-Paris/Tamarindo-48286.html,unisexe,Extrait de Parfum,2018,"fruity;sweet;tropical;fresh;citrus;floral;white floral;green","Ananas;Orange;Notes vertes;Bergamote","Jasmin Sambac;Freesia;Pêche","Absolu de vanille;Benjoin;Patchouli;Siam;Ambre",,,,,,,,,,3.90
Memo Paris,Zante,https://www.fragrantica.fr/parfum/Memo-Paris/Zante-109058.html,unisexe,Eau de Parfum,,"citrus;aromatic;fresh spicy;white floral;green;woody;floral;fresh","Petit-grain;Bergamote;Mandarine","Néroli;Romarin;Lavande","Ambre;Patchouli",,,,,,,,,,3.85
Memo Paris,Desert Orange Blossom,https://www.fragrantica.fr/parfum/Memo-Paris/Desert-Orange-Blossom-62835.html,unisexe,Eau de Parfum,2019,"patchouli;warm spicy;woody;earthy;floral;balsamic;cinnamon;sweet",Cannelle,Fleur d'amandier,Patchouli,,longue tenue,puissant,,,,,,,3.92
Memo Paris,London Tweed,https://www.fragrantica.fr/parfum/Memo-Paris/London-Tweed-62836.html,unisexe,Eau de Parfum,2019,"fresh spicy;citrus;fresh;aromatic;warm spicy;fruity;herbal;floral",Bergamote,Gingembre,Cardamome,,,,,,,,,,4.04
Memo Paris,Mallorcan Almond Oud,https://www.fragrantica.fr/parfum/Memo-Paris/Mallorcan-Almond-Oud-82329.html,unisexe,Extrait de Parfum,2021,"warm spicy;almond;oud;cinnamon;nutty;fruity;fresh spicy;aromatic","Amande amère;Cardamome;Bergamote;Mandarine","Cannelle;Safran;Jasmin","Oud;Cèdre;Cèdre Atlas",,très longue tenue,modéré (e),,,,,,,3.92
Memo Paris,Rose Paris Rose,https://www.fragrantica.fr/parfum/Memo-Paris/Rose-Paris-Rose-62833.html,unisexe,Eau de Parfum,2019,"woody;rose;green;aromatic;fruity;balsamic;sweet;floral",Rose,Davana,Gaïac,,longue tenue,modéré (e),,,,,,,4.05
Memo Paris,Siberian Golden Woods,https://www.fragrantica.fr/parfum/Memo-Paris/Siberian-Golden-Woods-62834.html,unisexe,Eau de Parfum,2019,"woody;aromatic;earthy;powdery;green;warm spicy;balsamic",Sésame,Vétiver,Bois de santal,,,,,,,,,,4.35
Memo Paris,French Leather Rose,https://www.fragrantica.fr/parfum/Memo-Paris/French-Leather-Rose-37186.html,unisexe,Extrait de Parfum,2016,"rose;musky;citrus;powdery;soft spicy;floral;leather;sweet","Citron vert;Poivre rose","Rose;Eau de rose","Musc blanc;Daim",,,,,,,,,,3.95
Memo Paris,Inle Iris,https://www.fragrantica.fr/parfum/Memo-Paris/Inle-Iris-40204.html,femme,Eau de Parfum,2016,"aromatic;iris;floral;fresh spicy;powdery;citrus;fruity;musky;f_gender","Bergamote;Armoise;Menthe","Maté;Osmanthus;Jasmin Sambac","Iris;Musc",,,,,,,,,,3.93
Memo Paris,Jamal's Desert,https://www.fragrantica.fr/parfum/Memo-Paris/Jamal-s-Desert-69620.html,unisexe,Extrait de Parfum,2020,"leather;fruity;rose;animalic;fresh;smoky;sweet;floral",,,,"Fruits rouges;Cuir;Rose",,,,,,,,,3.83
Memo Paris,Jamal's Palace,https://www.fragrantica.fr/parfum/Memo-Paris/Jamal-s-Palace-60077.html,unisexe,Eau de Parfum,2020,"warm spicy;leather;animalic;oud;white floral;amber;metallic;smoky","Safran;Gardénia","Curcuma;Cardamome","Cuir;Oud;Ambre",,,,,,,,,,4.36
Memo Paris,Jannat Baby Eau Fraiche,https://www.fragrantica.fr/parfum/Memo-Paris/Jannat-Baby-Eau-Fraiche-15903.html,unisexe,Eau de Parfum,2008,"citrus;aromatic;floral;fresh spicy;green;white floral;tropical;soft spicy","Bergamote;Petit-grain;Citron;Orange;Mandarine","Sauge sclarée;Néroli;Frangipanier","Fève de tonka;Liatris;Musc",,modéré (e),discret,,,,,,,3.77
Memo Paris,Kedu Sesame,https://www.fragrantica.fr/parfum/Memo-Paris/Kedu-Sesame-46179.html,unisexe,Extrait de Parfum,2017,"citrus;floral;fresh;aromatic;rose;green;musky;fresh spicy","Pivoine;Freesia;Rose","Pamplemousse;Néroli;Maté;Mandarine;Lotus","Sésame;Musc blanc;Mousse;Palmier",,modéré (e),modéré (e),,,,,,,3.99
Memo Paris,Manoa,https://www.fragrantica.fr/parfum/Memo-Paris/Manoa-10558.html,femme,Eau de Parfum,2010,"amber;vanilla;sweet;balsamic;woody;aromatic;fresh spicy;citrus;f_gender","Gingembre;Bergamote;Limone Costa d'Amalfi","Fève de tonka;Cyprès;Iris","Opoponax;Vanille;Ciste de France",,longue tenue,puissant,,,,,,,4.07
Memo Paris,Moon Leather,https://www.fragrantica.fr/parfum/Memo-Paris/Moon-Leather-40203.html,unisexe,Extrait de Parfum,2016,"citrus;aromatic;leather;animalic;fresh;woody;earthy;fresh spicy","Bigarade;Citron;Pamplemousse","Verveine odorante;Sauge sclarée;Néroli","Cuir;Vétiver;Fève de tonka",,modéré (e),modéré (e),,,,,,,3.85
Memo Paris,Moon Safari,https://www.fragrantica.fr/parfum/Memo-Paris/Moon-Safari-7118.html,unisexe,Eau de Parfum,2009,"citrus;aromatic;leather;woody;fresh;earthy;fresh spicy;herbal","Pamplemousse;Bigarade;Limone Costa d'Amalfi;Mandarine","Néroli;Vétiver;Verveine odorante;Sauge;Primevère","Cuir;Fève de tonka",,très longue tenue,énorme,,,,,,,4.11
Memo Paris,Retba,https://www.fragrantica.fr/parfum/Memo-Paris/Retba-60076.html,unisexe,Extrait de Parfum,2020,"warm spicy;amber;fresh spicy;sweet;fruity;vanilla;oud;rose","Framboise;Rose;Poivre rose","Oud;Safran;Gingembre","Ambre;Vanille;Cardamome;Cannelle;Myrrhe;Noix de muscade;Gaïac",,,,,,,,,,4.27
Memo Paris,Shams Narcissus,https://www.fragrantica.fr/parfum/Memo-Paris/Shams-Narcissus-33688.html,unisexe,Eau de Parfum,2014,"amber;yellow floral;warm spicy;oud;balsamic;powdery;green;woody",,,,,,,,,,,,,3.73
Memo Paris,Sundance,https://www.fragrantica.fr/parfum/Memo-Paris/Sundance-2785.html,femme,Eau de Parfum,2007,"white floral;tuberose;fruity;sweet;powdery;woody;animalic;warm spicy;f_gender","Poire;Bergamote;Citron","Tubéreuse;Fleur de tiaré;Iris;Piment","Bois de santal;Fève de tonka;Musc",,,,,,,,,,3.61
Memo Paris,Vaadhoo,https://www.fragrantica.fr/parfum/Memo-Paris/Vaadhoo-58395.html,unisexe,Eau de Parfum,2019,"aromatic;fresh spicy;woody;earthy;herbal;warm spicy;patchouli;green","Gingembre;Basilic;Bourgeon de cassis","Géranium;Immortelle;Jasmin","Vétiver;Patchouli;Mousse",,,,,,,,,,3.52
Memo Paris,Voyages Naturels - Grapefruit From Argentina,https://www.fragrantica.fr/parfum/Memo-Paris/Voyages-Naturels-Grapefruit-From-Argentina-5047.html,unisexe,Eau de Parfum,2008,"citrus;fresh spicy;aromatic;bitter;aldehydic",,,,Pamplemousse,,,,,,,,,3.80
