brand,name,fragrantica_url,gender,concentration,release_year,main_accords,notes_top,notes_heart,notes_base,notes_undifferentiated,longevity,sillage,season_winter_votes,season_spring_votes,season_summer_votes,season_fall_votes,day_votes,night_votes,fragrantica_rating
dior,Dior Homme Eau for Men,https://www.fragrantica.com/perfume/Dior/Dior-Homme-Eau-for-Men-22860.html,homme,Eau de Toilette,2014,"iris;citrus;powdery;woody;aromatic;violet;amber;earthy;fresh spicy;soft spicy","Coriander;Grapefruit;Calabrian bergamot",Tuscan Iris,"Virginian Cedar;Amber",,,,407,1300,1100,1100,1400,778,4.36
dior,Dior Homme Intense 2007,https://www.fragrantica.com/perfume/Dior/Dior-Homme-Intense-2007-1771.html,homme,Parfum,2007,"powdery;iris;vanilla;woody;amber;earthy;violet;aromatic",,,,,,,1300,351,174,1000,427,1400,4.48
dior,Dior Homme Intense 2011,https://www.fragrantica.com/perfume/Dior/Dior-Homme-Intense-2011-13016.html,homme,Parfum,2011,"iris;woody;powdery;earthy;aromatic;violet;floral;lavender;musky;fruity",Lavender,"Iris;Ambrette (Musk Mallow);Pear","Virginia Cedar;Vetiver",,,,14200,5400,2200,12400,5500,13000,4.49
dior,Dior Homme Intense 2025,https://www.fragrantica.com/perfume/Dior/Dior-Homme-Intense-2025-101596.html,homme,Eau de Parfum,2025,"iris;woody;powdery;violet;musky;floral;earthy",Tuscan Iris,Ambrette,Virginia Cedar,,,,1200,531,164,1100,545,1100,4.15
dior,Dior Homme Parfum,https://www.fragrantica.com/perfume/Dior/Dior-Homme-Parfum-27417.html,homme,Parfum,2014,"iris;woody;powdery;leather;violet;floral;animalic;earthy;rose;oud","Tuscan Iris;Italian Orange","Leather;Rose","Sandalwood;Ambrette (Musk Mallow);Agarwood (Oud);Cedar",,,,,,,,,,4.54
dior,Dior Homme Parfum 2025,https://www.fragrantica.com/perfume/Dior/Dior-Homme-Parfum-2025-101016.html,homme,Parfum,2025,"amber;woody;earthy;iris;powdery;patchouli;violet;warm spicy;aromatic;animalic",Iris,Amber,"Patchouli;Vetiver",,,,,,,,,,3.20
dior,Dior Homme Sport,https://www.fragrantica.com/perfume/Dior/Dior-Homme-Sport-4033.html,homme,Eau de Parfum,2008,"citrus;aromatic;fresh spicy;fresh;woody","Amalfi Lemon;Grapefruit;Bergamot;Elemi resin","Ginger;Vetiver;Virginia Cedar","Rosemary;Lavender;Sandalwood",,,,,,,,,,4.21
dior,Dior Homme Sport 2012,https://www.fragrantica.com/perfume/Dior/Dior-Homme-Sport-2012-14719.html,homme,Eau de Toilette,2012,"citrus;fresh;iris;fresh spicy;powdery;woody",,,,,,,,,,,,,4.35
dior,Dior Homme Sport 2017,https://www.fragrantica.com/perfume/Dior/Dior-Homme-Sport-2017-42974.html,homme,Eau de Toilette,2017,"citrus;fresh spicy;aromatic;fruity;sweet","Blood Orange;Grapefruit;Lemon;Pear","Geranium;Nutmeg;Pink Pepper","Sandalwood;Vetiver",,,,,,,,,,4.13
dior,,https://www.fragrantica.com/perfume/Dior/Dior-Homme-Sport-2021-71326.html,,,,,,,,,,,,,,,,,
dior,Dior Homme Sport Very Cool Spray,https://www.fragrantica.com/perfume/Dior/Dior-Homme-Sport-Very-Cool-Spray-48208.html,homme,Eau de Toilette,,"citrus;fresh spicy;aromatic;woody;fresh","Blood Orange;Citron;Grapefruit;Bergamot;Rosemary;Lavender;Pear","Ginger;Pink Pepper;elemi;Nutmeg","Sandalwood;Haitian Vetiver;Cedar;Vanilla;Amberwood",,,,,,,,,,4.23
dior,Dior Homme Voyage,https://www.fragrantica.com/perfume/Dior/Dior-Homme-Voyage-6017.html,homme,Eau de Toilette,2009,"warm spicy;aromatic;cacao;lavender;woody;amber;earthy;herbal;iris;leather",,,,,,,,,,,,,4.29
dior,Dior Passage No.4,https://www.fragrantica.com/perfume/Dior/Dior-Passage-No-4-1788.html,femme,Eau de Parfum,2007,"tuberose;white floral;animalic;green",,,,,,,,,,,,,4.50
dior,Dior Passage No.8,https://www.fragrantica.com/perfume/Dior/Dior-Passage-No-8-1789.html,femme,Eau de Parfum,2007,"violet;powdery;iris;leather;animalic;earthy;floral;woody;smoky",,,,,,,,,,,,,4.21
dior,Dior Passage No.9,https://www.fragrantica.com/perfume/Dior/Dior-Passage-No-9-1790.html,femme,Eau de Parfum,2007,"rose;floral;citrus",,,,,,,,,,,,,4.55
dior,Dioressence,https://www.fragrantica.com/perfume/Dior/Dioressence-225.html,femme,Eau de Parfum,1969,"warm spicy;woody;earthy;mossy;aromatic;amber;green;floral;fresh spicy;patchouli",,,,,,,,,,,,,4.27
dior,Dune,https://www.fragrantica.com/perfume/Dior/Dune-221.html,femme,Eau de Toilette,1991,"woody;amber;balsamic;warm spicy;powdery;citrus;sweet;white floral;floral;aldehydic","Brazilian Rosewood;Aldehydes;Mandarin Orange;Bergamot;Peony","Lily;Ylang-Ylang;Wallflower;Jasmine;Rose","Amber;Sandalwood;Benzoin;Oakmoss;Vanilla;Patchouli;Musk",,,,2200,1600,2400,3300,3400,2300,3.99
dior,Dune Pour Homme,https://www.fragrantica.com/perfume/Dior/Dune-Pour-Homme-235.html,homme,Eau de Toilette,1997,"woody;green;aromatic;fresh;fruity;sweet;powdery;soft spicy;vanilla;herbal","Fig Leaf;Cassis;Sage;Basil","Fig Wood Bark;Rose;Mignonette","Sandalwood;Cedar;Tonka Bean;Vanilla",,,,205,1000,1000,524,1100,374,4.20
dior,Dune Sun,https://www.fragrantica.com/perfume/Dior/Dune-Sun-1381.html,femme,Eau de Parfum,2003,"floral;woody;powdery;citrus;fruity;vanilla;white floral;musky;warm spicy;soft spicy","Mandarin Orange;Black Currant","Freesia;Lotus;Jasmine","Sandalwood;Vanilla;Musk",,,,8,23,81,18,67,14,4.13
dior,Eau Sauvage,https://www.fragrantica.com/perfume/Dior/Eau-Sauvage-231.html,homme,Eau de Toilette,1966,"aromatic;citrus;fresh spicy;woody;earthy;green;mossy;floral","Lemon;Bergamot;Basil;Rosemary;Caraway;Fruity Notes","Jasmine;Coriander;Carnation;Patchouli;Orris Root;Sandalwood;Rose;Lavender;Hedione","Oakmoss;Vetiver;Musk;Amber",,,,486,2400,2600,1100,2600,737,4.22
dior,Eau Sauvage Cologne,https://www.fragrantica.com/perfume/Dior/Eau-Sauvage-Cologne-30854.html,homme,Parfum,2015,"citrus;aromatic;green;fresh spicy;woody",,,,,,,,,,,,,4.20
